Sequence_ID	Predicted_Label
QE0459-C.g916	B
QE0459-C.g971	B
QE0459-C.g236	E
QE0459-C.g24	C
QG0258-C.g236	B
QG0258-C.g961	B
QG0258-C.g971	B
QG0258-C.g981	A
QG0258-C.g1103	B
QG0258-C.g1109	B
QG0258-C.g169	C
QG0258-C.g1145	B
QG0258-C.g1096	B
QG0258-C.g1	B
QG0258-C.g170	C
QG0258-C.g18	B
QG0260-C.g552	B
QG0260-C.g523	A
QG0260-C.g698	B
QG0260-C.g828	A
QG0260-C.g956	A
QG0260-C.g1084	B
QG0260-C.g1234	A
QG0260-C.g1362	B
QG0260-C.g1469	A
QG0260-C.g166	B
QG0260-C.g193	A
QG0260-C.g212	B
QG0260-C.g376	E
QG0260-C.g441	B
QG0260-C.g241	B
QG0260-C.g261	B
QG0260-C.g295	B
QG0260-C.g341	B
QG0260-C.g320	C
QG0260-C.g414	B
QG0260-C.g395	B
QG0260-C.g427	B
QG0260-C.g537	B
QG0260-C.g551	B
QG0260-C.g567	C
QG0260-C.g597	A
QG0260-C.g608	B
QG0260-C.g628	B
QG0260-C.g640	B
QG0260-C.g650	B
QG0260-C.g669	B
QG0260-C.g483	B
QG0260-C.g682	C
QG0260-C.g697	C
QG0260-C.g708	B
QG0260-C.g736	B
QG0260-C.g765	B
QG0260-C.g723	B
QG0260-C.g750	B
QG0260-C.g781	B
QG0260-C.g794	B
QG0260-C.g806	B
QG0260-C.g816	B
QG0260-C.g827	B
QG0260-C.g841	B
QG0260-C.g854	B
QG0260-C.g865	C
QG0260-C.g893	B
QG0260-C.g906	B
QG0260-C.g921	C
QG0260-C.g931	B
QG0260-C.g877	B
QG0260-C.g941	B
QG0260-C.g955	B
QG0260-C.g982	B
QG0260-C.g970	B
QG0260-C.g994	B
QG0260-C.g1011	B
QG0260-C.g1061	B
QG0260-C.g1046	B
QG0260-C.g1037	B
QG0260-C.g1072	B
QG0260-C.g1083	B
QG0260-C.g1135	B
QG0260-C.g1099	B
QG0260-C.g1147	B
QG0260-C.g1162	B
QG0260-C.g1173	B
QG0260-C.g579	A
QG0260-C.g1186	B
QG0260-C.g1199	B
QG0260-C.g1244	B
QG0260-C.g1295	B
QG0260-C.g1324	B
QG0260-C.g1347	B
QG0260-C.g1382	B
QG0260-C.g1400	C
QG0260-C.g1408	C
QG0260-C.g1393	B
QG0260-C.g1418	B
QG0260-C.g71	A
QG0260-C.g85	C
QG0260-C.g111	C
QG0260-C.g165	B
QG0260-C.g173	B
QG0260-C.g185	C
QG0260-C.g192	B
QG0260-C.g204	B
PH0585-C.g511	B
PH0585-C.g529	B
PH0585-C.g536	B
PH0585-C.g557	B
PH0585-C.g565	B
PH0585-C.g644	B
PH0585-C.g321	B
PH0585-C.g628	B
PH0585-C.g638	C
PH0585-C.g677	B
PH0585-C.g659	B
PH0585-C.g688	B
PH0585-C.g693	B
PH0585-C.g94	C
PH0585-C.g716	B
PH0585-C.g667	B
PH0585-C.g730	B
PH0585-C.g700	B
PH0585-C.g576	B
PH0585-C.g430	B
PH0585-C.g763	B
PH0585-C.g172	A
PH0585-C.g779	B
PH0585-C.g781	B
PH0585-C.g788	C
PH0585-C.g799	B
PH0585-C.g1	B
PH0585-C.g3	B
PH0585-C.g809	B
PH0585-C.g8	B
PH0589-C.g583	A
PH0589-C.g564	A
PH0589-C.g664	A
PH0589-C.g86	A
PH0589-C.g104	A
PH0589-C.g118	A
PH0589-C.g135	B
PH0589-C.g166	A
PH0589-C.g177	E
PH0589-C.g210	A
PH0589-C.g225	B
PH0589-C.g320	E
PH0589-C.g252	A
PH0589-C.g265	B
PH0589-C.g238	B
PH0589-C.g304	B
PH0589-C.g317	B
PH0589-C.g353	B
PH0589-C.g377	A
PH0589-C.g389	B
PH0589-C.g411	A
PH0589-C.g443	B
PH0589-C.g488	B
PH0589-C.g445	B
PH0589-C.g521	B
PH0589-C.g444	B
PH0589-C.g276	B
PH0589-C.g541	B
PH0589-C.g554	C
PH0589-C.g558	C
PH0589-C.g559	B
PH0589-C.g560	C
PH0589-C.g69	B
PH0589-C.g561	B
PH0589-C.g562	B
PH0589-C.g563	B
PH0589-C.g566	C
PH0589-C.g567	B
PH0589-C.g536	B
PH0589-C.g548	B
PH0589-C.g568	B
PH0589-C.g569	B
PH0589-C.g570	B
PH0589-C.g422	B
PH0589-C.g154	A
PH0589-C.g581	B
PH0589-C.g588	B
PH0589-C.g613	C
PH0589-C.g319	E
PH0589-C.g654	B
PH0589-C.g153	A
PH0589-C.g5	E
PH0589-C.g19	B
PH0589-C.g591	B
PH0589-C.g400	B
PH0592-C.g161	C
PH0592-C.g318	B
PH0592-C.g449	A
PH0592-C.g804	A
PH0592-C.g830	A
PH0592-C.g65	A
PH0592-C.g97	A
PH0592-C.g15	C
PH0592-C.g132	B
PH0592-C.g148	B
PH0592-C.g176	C
PH0592-C.g223	B
PH0592-C.g270	A
PH0592-C.g251	C
PH0592-C.g285	A
QE0481-C.g894	B
QE0481-C.g908	C
QE0481-C.g916	B
QE0481-C.g930	B
QE0481-C.g841	B
QE0481-C.g944	B
QE0481-C.g956	B
QE0481-C.g970	B
QE0481-C.g987	B
QE0481-C.g771	C
QE0481-C.g353	A
QE0481-C.g400	B
QE0481-C.g873	B
QE0481-C.g1036	A
QE0481-C.g1069	B
QE0481-C.g1060	B
QE0481-C.g673	C
QE0481-C.g589	C
QE0481-C.g1080	A
QE0481-C.g1115	B
QE0481-C.g1135	B
QE0481-C.g1179	B
QE0481-C.g1238	C
QE0481-C.g1248	B
QE0481-C.g1264	B
QE0481-C.g40	E
QE0481-C.g251	B
QE0481-C.g832	B
QE0481-C.g22	B
QE0481-C.g844	B
QE0483-C.g220	A
QE0483-C.g384	E
QE0483-C.g533	A
QE0483-C.g663	A
QE0483-C.g798	A
QE0483-C.g998	A
QE0483-C.g1102	A
QE0483-C.g23	A
QE0483-C.g51	E
QE0483-C.g72	A
QE0483-C.g124	B
QE0483-C.g157	B
QE0483-C.g102	A
QE0483-C.g171	B
QE0483-C.g186	A
QE0483-C.g204	A
QE0483-C.g219	B
QE0483-C.g239	A
QE0483-C.g253	A
QE0483-C.g267	B
QE0483-C.g284	B
QE0483-C.g303	A
QE0483-C.g358	B
QE0483-C.g382	B
QE0483-C.g371	B
QE0483-C.g417	B
QE0483-C.g453	C
QE0483-C.g473	B
QE0483-C.g495	B
QE0483-C.g509	B
QE0483-C.g520	B
QE0483-C.g532	B
QE0483-C.g571	B
QE0483-C.g584	C
QE0483-C.g597	C
QE0483-C.g613	B
QE0483-C.g638	B
QE0483-C.g627	B
QE0483-C.g662	C
QE0483-C.g648	B
QE0483-C.g675	B
QE0483-C.g545	B
QE0483-C.g704	B
QE0483-C.g734	B
QE0483-C.g486	B
QE0483-C.g751	C
QE0483-C.g764	B
QE0483-C.g777	B
QE0483-C.g789	B
QE0483-C.g797	B
QE0483-C.g809	B
QE0483-C.g839	B
QE0483-C.g828	B
QE0483-C.g851	B
QE0483-C.g861	B
QE0483-C.g883	B
QE0483-C.g908	A
QE0483-C.g921	C
QE0483-C.g939	B
QE0483-C.g909	A
QE0483-C.g965	B
QE0483-C.g1063	A
QE0483-C.g1075	B
QE0483-C.g3	C
QE0483-C.g41	B
QG0182-C.g547	A
QG0182-C.g685	B
QG0182-C.g1033	A
QG0182-C.g934	A
QG0182-C.g1203	B
PD0505-C.g6701	B
PD0505-C.g670	A
PD0505-C.g1301	B
PD0505-C.g1502	A
PD0505-C.g4002	E
PD0505-C.g882	A
PD0505-C.g2098	A
PD0505-C.g1905	A
PD0505-C.g2486	B
PD0505-C.g2664	B
PD0505-C.g2851	B
PD0505-C.g6963	B
PD0505-C.g3363	C
PD0505-C.g3522	B
PD0505-C.g4308	B
PD0505-C.g4448	B
PD0505-C.g4757	E
PD0505-C.g4601	A
PD0505-C.g4162	C
PD0505-C.g9235	B
PD0505-C.g4897	B
PD0505-C.g3016	A
PD0505-C.g5499	A
PD0505-C.g5766	B
PD0505-C.g5346	A
PD0505-C.g8753	B
PD0505-C.g6309	B
PD0505-C.g6571	B
PD0505-C.g9507	B
PD0505-C.g6700	B
PD0505-C.g7092	B
PD0505-C.g7344	B
PD0505-C.g7222	B
PD0505-C.g9508	B
PD0505-C.g7736	B
PD0505-C.g7990	B
PD0505-C.g8122	A
PD0505-C.g8501	B
PD0505-C.g8616	B
PD0505-C.g9003	B
PD0505-C.g9236	B
PD0505-C.g9129	B
PD0505-C.g9234	B
PD0505-C.g9287	B
PD0505-C.g9433	B
PD0505-C.g9481	C
PD0505-C.g9552	B
PD0505-C.g6038	C
PD0505-C.g9944	C
PD0505-C.g171	B
PD0505-C.g597	C
PD0505-C.g669	C
PD0505-C.g687	C
PD0505-C.g1137	B
PD0505-C.g384	B
PD0505-C.g1253	B
PD0507-C.g826	A
PD0507-C.g725	A
PD0507-C.g210	A
PD0507-C.g257	B
PD0507-C.g277	B
PD0507-C.g287	B
PD0507-C.g302	A
PD0507-C.g316	A
PD0507-C.g146	E
PD0507-C.g669	C
PD0507-C.g386	B
PD0507-C.g397	B
PD0507-C.g427	B
PD0507-C.g500	A
PD0507-C.g523	B
PD0507-C.g543	B
PD0507-C.g659	B
PD0507-C.g724	B
PD0507-C.g570	B
PD0507-C.g584	B
PD0507-C.g169	C
PD0507-C.g598	B
PD0507-C.g623	B
PD0507-C.g632	C
PD0507-C.g652	B
PD0507-C.g672	B
PD0507-C.g685	B
PD0507-C.g796	B
PD0507-C.g720	B
PD0507-C.g729	B
PD0507-C.g737	B
PD0507-C.g739	C
PD0507-C.g740	C
PD0507-C.g741	B
PD0507-C.g746	B
PD0507-C.g749	B
PD0507-C.g757	C
PD0507-C.g754	B
PD0507-C.g758	C
PD0507-C.g764	B
PD0507-C.g759	B
PD0507-C.g735	B
PD0507-C.g774	B
PD0507-C.g779	B
PH0594-C.g407	B
PH0594-C.g423	B
PH0594-C.g75	A
PH0594-C.g1062	B
PH0594-C.g90	B
PH0594-C.g1055	B
PH0594-C.g96	B
PH0594-C.g342	B
PH0594-C.g441	C
PH0594-C.g115	B
PH0594-C.g1177	C
PH0594-C.g256	B
PH0594-C.g129	B
PH0594-C.g744	B
PH0594-C.g769	B
PH0594-C.g132	B
PH0594-C.g135	B
PH0594-C.g700	C
PH0594-C.g136	C
PH0594-C.g35	C
PH0594-C.g148	B
PH0594-C.g1136	B
PH0594-C.g1150	C
PH0594-C.g440	C
PH0594-C.g58	A
PH0594-C.g174	E
PH0594-C.g175	A
PH0594-C.g408	B
PH0594-C.g948	C
PH0594-C.g568	B
PH0594-C.g190	A
PH0594-C.g424	B
PH0594-C.g201	A
PH0594-C.g1135	B
PH0594-C.g137	B
PH0594-C.g379	B
PH0594-C.g480	C
PH0599-C.g628	A
PH0599-C.g327	C
PH0599-C.g57	A
PH0599-C.g71	A
PH0599-C.g652	A
PH0599-C.g108	B
PH0599-C.g141	A
PH0599-C.g168	A
PH0599-C.g19	A
PH0599-C.g152	A
PH0599-C.g219	A
PH0599-C.g206	E
PH0599-C.g235	B
PH0599-C.g315	C
PH0599-C.g302	B
PH0599-C.g326	B
PH0599-C.g343	B
PH0599-C.g369	A
PH0599-C.g382	B
PH0599-C.g399	B
PH0599-C.g454	B
PH0599-C.g497	B
PH0599-C.g483	A
PH0599-C.g534	C
PH0599-C.g540	B
PH0599-C.g552	B
PH0599-C.g559	B
PH0599-C.g574	C
PH0599-C.g567	B
PH0599-C.g573	B
PH0599-C.g586	B
PH0599-C.g581	B
PH0599-C.g591	B
PH0599-C.g608	B
PH0599-C.g601	B
PH0599-C.g610	C
PH0599-C.g619	B
PH0599-C.g627	B
PH0599-C.g634	B
PH0599-C.g575	C
PH0599-C.g623	B
PH0599-C.g643	B
PH0599-C.g642	B
PH0599-C.g644	B
PH0599-C.g640	B
PH0599-C.g645	C
PH0599-C.g646	C
PH0599-C.g649	B
PH0599-C.g612	C
PH0599-C.g669	B
PH0599-C.g410	C
PH0599-C.g687	C
PH0599-C.g723	A
PH0599-C.g12	B
PH0599-C.g13	B
PH0604-C.g757	A
PH0604-C.g967	A
PH0604-C.g948	B
PH0604-C.g80	A
PH0604-C.g41	B
PH0604-C.g110	A
PH0604-C.g96	A
PH0604-C.g184	A
PV0115-C.g19	B
PV0115-C.g20	B
PV0115-C.g23	B
PV0115-C.g24	C
PV0115-C.g25	B
PV0115-C.g26	C
PV0115-C.g27	A
PV0115-C.g28	B
PV0115-C.g31	B
PV0115-C.g32	C
PV0115-C.g34	B
PV0115-C.g33	B
PV0115-C.g35	B
PV0115-C.g37	B
PV0115-C.g36	C
PV0115-C.g38	B
PV0115-C.g39	B
PV0115-C.g40	C
PV0115-C.g41	B
PV0115-C.g42	A
PV0115-C.g43	B
PV0115-C.g44	B
PV0115-C.g48	B
PV0115-C.g45	B
PV0115-C.g46	B
PV0115-C.g47	C
PV0115-C.g49	B
PV0115-C.g50	B
PV0115-C.g56	B
PV0115-C.g57	B
PV0115-C.g58	B
PV0115-C.g59	B
PV0115-C.g60	C
PV0115-C.g62	B
PV0115-C.g66	B
PV0115-C.g75	B
PV0115-C.g78	B
PV0115-C.g85	A
PV0115-C.g89	B
PV0115-C.g93	B
PV0115-C.g92	C
PV0115-C.g98	B
PV0115-C.g106	B
PV0115-C.g110	A
PV0115-C.g108	B
PV0115-C.g111	B
PV0116-C.g4	A
PV0116-C.g5	A
PV0116-C.g6	A
PV0116-C.g11	B
PV0116-C.g16	A
PV0116-C.g17	A
PV0116-C.g18	A
PV0116-C.g19	C
PV0116-C.g20	A
PV0116-C.g21	B
PV0116-C.g22	A
PV0116-C.g23	B
PV0116-C.g24	B
PV0116-C.g25	B
PV0116-C.g26	B
PV0116-C.g27	C
PV0116-C.g28	A
PV0116-C.g32	C
PV0116-C.g40	C
PV0116-C.g41	C
PV0116-C.g43	B
PV0116-C.g50	B
PV0116-C.g51	B
PV0116-C.g53	C
PV0116-C.g52	A
PV0116-C.g54	B
PV0116-C.g55	B
PV0116-C.g56	B
PV0116-C.g57	B
PV0116-C.g61	C
PV0116-C.g62	B
PV0116-C.g63	B
PV0116-C.g64	B
PV0116-C.g65	B
PV0116-C.g67	B
PV0116-C.g66	B
PV0116-C.g70	B
PV0116-C.g68	C
PV0116-C.g69	C
PV0116-C.g71	B
PV0116-C.g75	B
PV0116-C.g76	B
PV0116-C.g77	B
PV0116-C.g79	B
PV0116-C.g80	B
PV0116-C.g81	B
PV0116-C.g86	A
PV0116-C.g87	A
PV0116-C.g91	B
PV0116-C.g90	B
PV0116-C.g94	E
PV0116-C.g97	B
PV0116-C.g96	A
PV0116-C.g104	B
PF0782-C.g570	C
PF0782-C.g580	C
PF0782-C.g613	B
PF0782-C.g626	B
PF0782-C.g646	B
PF0782-C.g675	B
PF0782-C.g698	B
PF0782-C.g717	B
PF0782-C.g726	B
PF0782-C.g601	B
PF0782-C.g752	B
PF0782-C.g591	B
PF0782-C.g763	C
PF0782-C.g775	B
PF0782-C.g792	B
PF0782-C.g802	C
PF0782-C.g810	C
PF0782-C.g817	B
PF0782-C.g845	B
PF0782-C.g823	B
PF0782-C.g855	B
PF0782-C.g663	B
PF0782-C.g862	B
PF0782-C.g707	B
PF0782-C.g869	C
PF0782-C.g876	B
PF0782-C.g885	B
PF0782-C.g903	B
PF0782-C.g908	B
PF0782-C.g782	B
PF0782-C.g836	B
PF0782-C.g964	B
PF0782-C.g969	B
PF0782-C.g972	B
PF0782-C.g984	B
PF0782-C.g440	A
PF0782-C.g995	A
PF0782-C.g62	B
PF0782-C.g70	B
PF0782-C.g96	B
PF0782-C.g120	B
PF0784-C.g370	B
PF0784-C.g857	A
PF0784-C.g137	A
PF0784-C.g202	A
PF0784-C.g253	C
PF0784-C.g996	E
PF0784-C.g524	A
PF0784-C.g286	B
PF0784-C.g369	C
PF0784-C.g661	A
PF0784-C.g492	B
PF0784-C.g542	B
PF0784-C.g572	B
PF0784-C.g299	B
PF0784-C.g274	C
PF0784-C.g686	B
PF0784-C.g22	B
PF0784-C.g385	B
PF0784-C.g714	B
PF0784-C.g103	A
PF0784-C.g696	B
PF0784-C.g177	B
PF0784-C.g624	B
PF0784-C.g792	B
PF0784-C.g121	A
PF0784-C.g633	A
PF0784-C.g805	B
PF0784-C.g823	B
PF0784-C.g1022	A
PF0784-C.g768	A
PF0784-C.g318	A
PF0784-C.g730	B
PF0784-C.g880	B
PF0784-C.g938	A
PF0784-C.g428	B
PF0784-C.g899	B
PF0784-C.g78	A
PF0784-C.g939	A
PF0784-C.g757	B
PF0784-C.g720	B
PF0784-C.g179	B
PF0784-C.g968	C
PF0784-C.g523	A
PF0784-C.g60	A
PF0784-C.g748	B
PF0784-C.g21	B
PF0784-C.g414	B
PF0784-C.g676	B
PF0784-C.g40	A
PF0784-C.g398	B
PF0784-C.g1016	A
PF0789-C.g481	A
PF0789-C.g688	A
PF0789-C.g741	A
PF0789-C.g25	A
PF0789-C.g151	A
PF0789-C.g214	E
PF0789-C.g198	B
PF0789-C.g133	A
PV0233-C.g168	B
PV0233-C.g171	A
PV0233-C.g172	B
PV0233-C.g183	A
PV0233-C.g180	A
PV0233-C.g188	B
PV0233-C.g192	B
PV0233-C.g212	B
PV0234-C.g5	C
PV0234-C.g6	B
PV0234-C.g15	A
PV0234-C.g17	A
PV0234-C.g18	A
PV0234-C.g19	B
PV0234-C.g25	A
PV0234-C.g26	B
PV0234-C.g27	B
PV0234-C.g28	B
PV0234-C.g29	B
PV0234-C.g30	B
PV0234-C.g33	C
PV0234-C.g31	A
PV0234-C.g32	E
PV0234-C.g35	B
PV0234-C.g36	C
PV0234-C.g40	B
PV0234-C.g41	B
PV0234-C.g44	B
PV0234-C.g45	C
PV0234-C.g46	A
PV0234-C.g51	A
PV0234-C.g54	B
PV0234-C.g55	B
PV0234-C.g59	B
PV0234-C.g61	B
PV0234-C.g65	B
PV0234-C.g66	B
PV0234-C.g69	B
PV0234-C.g70	B
PV0234-C.g71	B
PV0234-C.g72	B
PV0234-C.g77	B
PV0234-C.g79	B
PV0234-C.g78	A
PV0234-C.g80	A
PV0234-C.g81	A
PV0234-C.g82	B
PV0234-C.g83	B
PV0234-C.g86	B
PV0234-C.g87	B
PV0234-C.g88	A
PV0234-C.g89	B
PV0234-C.g93	E
PV0234-C.g96	A
PV0234-C.g98	B
PV0234-C.g97	B
PV0234-C.g102	B
PV0234-C.g103	B
PV0234-C.g112	A
PV0234-C.g113	A
PV0234-C.g118	A
PV0234-C.g120	E
PV0234-C.g119	B
PV0234-C.g152	C
PV0236-C.g1	E
PV0236-C.g3	A
PV0236-C.g4	A
PV0236-C.g5	A
PV0236-C.g7	A
PV0236-C.g8	B
PV0236-C.g9	A
PV0236-C.g10	A
PV0236-C.g11	B
PV0236-C.g12	A
PV0236-C.g13	B
PV0236-C.g14	C
PV0236-C.g15	B
PV0236-C.g16	B
PV0236-C.g19	B
PV0236-C.g18	B
PV0236-C.g20	B
PV0236-C.g24	B
PV0236-C.g28	B
PV0236-C.g29	C
PV0236-C.g30	A
PV0236-C.g33	A
PV0236-C.g31	B
PV0236-C.g37	C
PV0236-C.g38	A
PV0236-C.g40	B
PV0236-C.g42	B
PV0236-C.g43	B
PV0236-C.g45	B
PV0236-C.g48	B
PV0236-C.g49	A
PV0236-C.g50	B
PV0236-C.g57	A
PV0236-C.g58	B
PV0236-C.g63	B
PV0236-C.g70	A
PT0149-C.g32	B
PT0149-C.g37	B
PT0149-C.g65	C
PT0149-C.g62	B
PT0149-C.g66	C
PT0149-C.g95	B
PT0149-C.g161	B
PT0156-C.g761	A
PT0156-C.g882	A
PT0156-C.g1171	A
PT0156-C.g82	B
PT0156-C.g58	B
PT0156-C.g130	A
PT0156-C.g175	A
PT0156-C.g176	B
PT0156-C.g195	A
PT0156-C.g340	A
PT0156-C.g406	B
PT0156-C.g394	A
PT0156-C.g475	A
PT0156-C.g420	A
PT0156-C.g514	B
PT0156-C.g602	B
PT0156-C.g649	B
PT0156-C.g635	B
PT0156-C.g32	B
PT0156-C.g660	B
PT0156-C.g238	A
PT0156-C.g240	A
PT0156-C.g694	A
PT0156-C.g792	C
PT0156-C.g1122	A
PT0156-C.g818	B
PT0156-C.g860	A
PT0156-C.g893	B
PT0156-C.g901	B
PT0156-C.g922	C
PT0156-C.g848	C
PT0156-C.g970	B
PT0156-C.g980	C
PT0156-C.g1000	B
PT0156-C.g989	B
PT0156-C.g622	C
PT0156-C.g1007	B
PT0156-C.g1012	C
PT0156-C.g1020	B
PT0156-C.g300	B
PT0156-C.g1026	B
PT0156-C.g1035	B
PT0156-C.g1050	B
PT0156-C.g1063	B
PT0156-C.g1056	B
PT0156-C.g1078	B
PT0156-C.g932	B
PT0156-C.g1073	B
PT0156-C.g1091	B
PT0156-C.g1095	C
PT0156-C.g1099	B
PT0156-C.g1116	B
PT0156-C.g1121	B
PT0156-C.g1065	E
PT0156-C.g1162	B
PT0156-C.g1161	B
PT0156-C.g1170	B
PT0156-C.g9	B
PT0156-C.g258	B
PT0156-C.g1043	B
PT0156-C.g22	B
PT0156-C.g1112	B
PT0156-C.g10	B
PT0156-C.g37	C
PT0156-C.g1132	B
PT0156-C.g380	B
PT0156-C.g47	B
PT0156-C.g69	B
PT0156-C.g454	A
PT0156-C.g17	B
PT0156-C.g94	B
PT0156-C.g110	E
PT0156-C.g8	B
PT0156-C.g742	A
PT0156-C.g111	B
PT0156-C.g1106	B
PT0156-C.g35	B
PT0156-C.g1152	B
PT0156-C.g1160	B
PT0156-C.g132	B
PT0156-C.g257	B
PT0156-C.g121	C
PT0156-C.g357	B
PT0156-C.g21	B
PT0156-C.g1141	B
PT0156-C.g137	C
PT0156-C.g29	B
PT0158-C.g691	A
PT0158-C.g302	A
PT0158-C.g935	A
PT0158-C.g957	A
PT0158-C.g21	A
PT0158-C.g77	A
PA0052-C.g577	B
PA0052-C.g592	B
PA0052-C.g550	B
PA0052-C.g543	B
PA0052-C.g603	B
PA0052-C.g619	B
PA0052-C.g634	B
PA0052-C.g627	B
PA0052-C.g643	B
PA0052-C.g650	B
PA0052-C.g101	A
PA0052-C.g656	B
PA0052-C.g662	C
PA0052-C.g391	B
PA0052-C.g669	B
PA0052-C.g678	B
PA0052-C.g685	B
PA0052-C.g689	B
PA0052-C.g698	B
PA0052-C.g722	B
PA0052-C.g737	B
PA0052-C.g759	B
PA0052-C.g525	B
PA0052-C.g145	E
PA0052-C.g778	C
PA0052-C.g781	B
PA0052-C.g786	B
PA0052-C.g785	B
PA0052-C.g788	C
PA0052-C.g146	E
PA0052-C.g793	B
PA0052-C.g795	A
PA0052-C.g799	B
PA0052-C.g796	B
PA0052-C.g800	A
PA0052-C.g712	B
PA0052-C.g3	A
PA0052-C.g670	A
PA0052-C.g771	B
PA0052-C.g4	B
PA0052-C.g392	B
PA0052-C.g13	A
PA0052-C.g33	B
PA0052-C.g37	B
PA0052-C.g16	C
PA0052-C.g44	B
PA0052-C.g45	B
PA0052-C.g46	B
PA0052-C.g47	B
PA0052-C.g51	B
PA0052-C.g56	B
PA0053-C.g660	A
PA0053-C.g783	B
PA0053-C.g800	A
PA0053-C.g818	B
PA0053-C.g819	B
PA0053-C.g15	A
PA0053-C.g120	A
PA0053-C.g107	B
PA0053-C.g136	A
PA0053-C.g153	A
PA0053-C.g224	B
PA0053-C.g238	B
PA0053-C.g332	B
PA0053-C.g355	A
PA0053-C.g368	B
PA0053-C.g320	A
PA0053-C.g391	A
PA0053-C.g403	B
PA0053-C.g439	B
PA0053-C.g452	B
PA0053-C.g473	B
PA0053-C.g522	B
PA0053-C.g545	B
PA0053-C.g30	A
PA0053-C.g612	B
PA0053-C.g625	A
PA0053-C.g589	A
PA0053-C.g50	C
PA0053-C.g667	C
PA0053-C.g659	A
PA0053-C.g190	A
PA0053-C.g684	C
PA0053-C.g709	C
PA0053-C.g734	C
PA0053-C.g745	B
PA0053-C.g741	B
PA0053-C.g780	C
PA0053-C.g167	A
PA0053-C.g773	B
PA0053-C.g779	B
PA0053-C.g792	B
PA0053-C.g795	B
PA0053-C.g791	B
PA0053-C.g811	B
PA0053-C.g812	B
PA0053-C.g813	B
PA0053-C.g778	C
PA0053-C.g262	A
PA0053-C.g428	B
SenT036.10.g589	C
SenT036.10.g703	B
SenT036.10.g809	B
SenT036.10.g1646	A
SenT036.10.g1332	B
SenT036.10.g1925	B
SenT036.10.g1541	B
SenT036.10.g1830	B
SenT036.10.g2294	B
SenT036.10.g2628	B
SenT036.10.g2788	C
SenT036.10.g2380	C
SenT036.10.g2862	C
SenT036.10.g3342	B
SenT036.10.g3274	B
SenT036.10.g3488	B
SenT036.10.g1126	B
SenT036.10.g2104	B
SenT036.10.g3077	C
SenT036.10.g3554	B
SenT036.10.g2017	B
SenT036.10.g3622	B
SenT036.10.g3905	E
SenT036.10.g1232	C
SenT036.10.g3684	B
SenT036.10.g3150	B
SenT036.10.g3854	A
SenT036.10.g3749	B
SenT036.10.g3868	B
SenT036.10.g3811	B
SenT036.10.g3965	B
SenT036.10.g3951	C
SenT036.10.g1127	C
SenT036.10.g1737	C
SenT036.10.g3994	B
SenT036.10.g1124	A
SenT036.10.g244	C
SenT036.10.g3935	B
SenT036.10.g4107	B
SenT036.10.g4158	A
SenT036.10.g4232	B
SenT036.10.g4248	C
SenT036.10.g1128	C
SenT036.10.g4348	C
SenT036.10.g225	A
SenT036.10.g279	C
SenT040.11.g970	A
SenT040.11.g485	C
SenT040.11.g501	B
SenT040.11.g450	B
SenT040.11.g466	B
SenT040.11.g542	B
SenT040.11.g575	B
SenT040.11.g556	B
SenT040.11.g630	B
SenT040.11.g664	B
SenT040.11.g680	B
SenT040.11.g1333	B
SenT040.11.g612	B
SenT040.11.g690	B
SenT040.11.g710	B
SenT040.11.g721	B
SenT040.11.g220	A
SenT040.11.g737	B
SenT040.11.g1756	B
SenT040.11.g776	A
SenT040.11.g1489	C
SenT040.11.g954	B
SenT040.11.g347	B
SenT040.11.g1106	C
SenT040.11.g1638	A
SenT040.11.g273	B
SenT040.11.g371	A
SenT040.11.g1154	A
SenT040.11.g753	B
SenT040.11.g1151	B
SenT040.11.g609	B
SenT040.11.g1187	B
SenT040.11.g608	C
SenT040.11.g1228	B
SenT040.11.g1087	B
SenT040.11.g1282	C
SenT040.11.g430	A
SenT040.11.g1351	B
SenT040.11.g589	C
SenT040.11.g772	B
SenT044.10.g155	B
SenT044.10.g758	E
SenT044.10.g350	A
SenT044.10.g1702	A
SenT044.10.g780	B
SenT044.10.g817	C
SenT044.10.g298	A
SenT044.10.g868	B
SenT044.10.g972	B
SenT044.10.g574	A
SenT044.10.g1116	B
SenT044.10.g679	C
SenT044.10.g103	B
SenT044.10.g322	B
SenT184.09.g90	B
SenT184.09.g105	B
SenT184.09.g121	B
SenT184.09.g149	B
SenT184.09.g59	B
SenT184.09.g20	B
SenT184.09.g209	B
SenT184.09.g241	C
SenT184.09.g222	C
SenT184.09.g484	B
SenT184.09.g138	B
SenT184.09.g481	A
SenT184.09.g72	B
SenT184.09.g568	A
SenT184.09.g595	C
SenT184.09.g622	B
SenT184.09.g634	C
SenT184.09.g299	B
SenT184.09.g761	B
SenT184.09.g345	B
SenT184.09.g786	B
SenT185.10.g1697	B
SenT185.10.g575	B
SenT185.10.g683	C
SenT185.10.g798	C
SenT185.10.g897	C
SenT185.10.g938	B
SenT185.10.g993	B
SenT185.10.g957	B
SenT185.10.g1070	B
SenT185.10.g1010	B
SenT185.10.g1031	B
SenT185.10.g1052	B
SenT185.10.g1095	B
SenT185.10.g1114	B
SenT185.10.g924	B
SenT185.10.g2211	B
SenT185.10.g975	B
SenT185.10.g1274	B
SenT185.10.g1174	A
SenT185.10.g2367	B
SenT185.10.g1867	A
SenT185.10.g1605	B
SenT185.10.g450	C
